year,unique_id,buffer_pix_sum,buffer_pix_count,ring_pix_sum,ring_pix_count,buffer_area,ring_area,radius
2017,KOR24,10546,414,6388,806,313654849.0545998,313654849.0545837,10000
2018,KOR24,10820,414,6455,806,313654849.0545998,313654849.0545837,10000
1992,LSO1,3547,460,690,837,313654849.0545902,313654849.0545979,10000
1993,LSO1,3845,460,653,837,313654849.0545902,313654849.0545979,10000
1994,LSO1,3801,460,597,837,313654849.0545902,313654849.0545979,10000
1995,LSO1,4524,460,799,837,313654849.0545902,313654849.0545979,10000
1996,LSO1,4733,460,861,837,313654849.0545902,313654849.0545979,10000
1997,LSO1,4725,460,951,837,313654849.0545902,313654849.0545979,10000
1998,LSO1,4730,460,1255,837,313654849.0545902,313654849.0545979,10000
1999,LSO1,5063,460,1408,837,313654849.0545902,313654849.0545979,10000
2000,LSO1,5339,460,1514,837,313654849.0545902,313654849.0545979,10000
2001,LSO1,5831,460,1656,837,313654849.0545902,313654849.0545979,10000
2002,LSO1,6538,460,1762,837,313654849.0545902,313654849.0545979,10000
2003,LSO1,6740,460,2155,837,313654849.0545902,313654849.0545979,10000
2004,LSO1,6798,460,2302,837,313654849.0545902,313654849.0545979,10000
2005,LSO1,6396,460,2403,837,313654849.0545902,313654849.0545979,10000
2006,LSO1,6908,460,2242,837,313654849.0545902,313654849.0545979,10000
2007,LSO1,7023,460,2292,837,313654849.0545902,313654849.0545979,10000
2008,LSO1,6878,460,2174,837,313654849.0545902,313654849.0545979,10000
2009,LSO1,7106,460,2451,868,313654849.0545902,313654849.0545979,10000
2010,LSO1,7796,460,2189,868,313654849.0545902,313654849.0545979,10000
2011,LSO1,6285,460,2136,868,313654849.0545902,313654849.0545979,10000
2012,LSO1,7357,460,2591,837,313654849.0545902,313654849.0545979,10000
2013,LSO1,7428,460,2586,837,313654849.0545902,313654849.0545979,10000
2014,LSO1,7726,460,3526,837,313654849.0545902,313654849.0545979,10000
2015,LSO1,7548,460,3280,837,313654849.0545902,313654849.0545979,10000
2016,LSO1,7600,460,2549,837,313654849.0545902,313654849.0545979,10000
2017,LSO1,8158,460,3770,837,313654849.0545902,313654849.0545979,10000
2018,LSO1,7680,460,3377,837,313654849.0545902,313654849.0545979,10000
1992,PHL3,4022,506,3094,930,313654849.05460197,313654849.0545786,10000
1993,PHL3,4292,506,3283,930,313654849.05460197,313654849.0545786,10000
1994,PHL3,5030,506,4107,930,313654849.05460197,313654849.0545786,10000
1995,PHL3,7603,506,5986,930,313654849.05460197,313654849.0545786,10000
1996,PHL3,8840,506,6513,930,313654849.05460197,313654849.0545786,10000
1997,PHL3,9971,506,7426,930,313654849.05460197,313654849.0545786,10000
1998,PHL3,10137,506,7402,930,313654849.05460197,313654849.0545786,10000
1999,PHL3,9854,506,7076,930,313654849.05460197,313654849.0545786,10000
2000,PHL3,10407,506,7058,930,313654849.05460197,313654849.0545786,10000
2001,PHL3,10101,506,6843,930,313654849.05460197,313654849.0545786,10000
2002,PHL3,10987,506,7475,930,313654849.05460197,313654849.0545786,10000
2003,PHL3,11192,506,7631,930,313654849.05460197,313654849.0545786,10000
2004,PHL3,11427,506,7877,930,313654849.05460197,313654849.0545786,10000
2005,PHL3,10782,506,7423,930,313654849.05460197,313654849.0545786,10000
2006,PHL3,9985,506,6802,930,313654849.05460197,313654849.0545786,10000
2007,PHL3,11316,506,7533,930,313654849.05460197,313654849.0545786,10000
2008,PHL3,10940,506,7327,930,313654849.05460197,313654849.0545786,10000
2009,PHL3,11745,484,7282,992,313654849.05460197,313654849.0545786,10000
2010,PHL3,12437,484,7568,992,313654849.05460197,313654849.0545786,10000
2011,PHL3,13066,484,7571,992,313654849.05460197,313654849.0545786,10000
2012,PHL3,12577,506,8517,930,313654849.05460197,313654849.0545786,10000
2013,PHL3,13753,506,9243,930,313654849.05460197,313654849.0545786,10000
2014,PHL3,13474,506,8693,930,313654849.05460197,313654849.0545786,10000
2015,PHL3,14090,506,9069,930,313654849.05460197,313654849.0545786,10000
2016,PHL3,14377,506,9147,930,313654849.05460197,313654849.0545786,10000
2017,PHL3,14365,506,9269,930,313654849.05460197,313654849.0545786,10000
2018,PHL3,15516,506,10212,930,313654849.05460197,313654849.0545786,10000
1992,PHL56,6289,506,3792,930,313654849.05460197,313654849.0545786,10000
1993,PHL56,6911,506,4197,930,313654849.05460197,313654849.0545786,10000
1994,PHL56,8428,506,4779,930,313654849.05460197,313654849.0545786,10000
1995,PHL56,12220,506,6466,930,313654849.05460197,313654849.0545786,10000
1996,PHL56,13375,506,7387,930,313654849.05460197,313654849.0545786,10000
1997,PHL56,14310,506,8532,930,313654849.05460197,313654849.0545786,10000
1998,PHL56,14516,506,8450,930,313654849.05460197,313654849.0545786,10000
1999,PHL56,13556,506,8129,930,313654849.05460197,313654849.0545786,10000
2000,PHL56,14135,506,8184,930,313654849.05460197,313654849.0545786,10000
2001,PHL56,13455,506,8180,930,313654849.05460197,313654849.0545786,10000
2002,PHL56,14210,506,8721,930,313654849.05460197,313654849.0545786,10000
2003,PHL56,14301,506,8845,930,313654849.05460197,313654849.0545786,10000
2004,PHL56,14711,506,9299,930,313654849.05460197,313654849.0545786,10000
2005,PHL56,14359,506,8671,930,313654849.05460197,313654849.0545786,10000
2006,PHL56,13641,506,7899,930,313654849.05460197,313654849.0545786,10000
2007,PHL56,14820,506,8895,930,313654849.05460197,313654849.0545786,10000
2008,PHL56,14354,506,8918,930,313654849.05460197,313654849.0545786,10000
2009,PHL56,14977,506,9453,992,313654849.05460197,313654849.0545786,10000
2010,PHL56,15724,506,9688,992,313654849.05460197,313654849.0545786,10000
2011,PHL56,16412,506,10417,992,313654849.05460197,313654849.0545786,10000
2012,PHL56,16652,506,10135,930,313654849.05460197,313654849.0545786,10000
2013,PHL56,17507,506,11027,930,313654849.05460197,313654849.0545786,10000
2014,PHL56,15893,506,10182,930,313654849.05460197,313654849.0545786,10000
2015,PHL56,16408,506,10672,930,313654849.05460197,313654849.0545786,10000
2016,PHL56,16707,506,11100,930,313654849.05460197,313654849.0545786,10000
2017,PHL56,16575,506,11233,930,313654849.05460197,313654849.0545786,10000
2018,PHL56,17485,506,12350,930,313654849.05460197,313654849.0545786,10000
1992,PHL17,6172,506,4100,961,313654849.05460197,313654849.0545786,10000
1993,PHL17,6824,506,4440,961,313654849.05460197,313654849.0545786,10000
1994,PHL17,8331,506,5013,961,313654849.05460197,313654849.0545786,10000
1995,PHL17,12166,506,6998,961,313654849.05460197,313654849.0545786,10000
1996,PHL17,13604,506,7903,961,313654849.05460197,313654849.0545786,10000
1997,PHL17,14742,506,9194,961,313654849.05460197,313654849.0545786,10000
1998,PHL17,14590,506,9294,961,313654849.05460197,313654849.0545786,10000
1999,PHL17,13648,506,8683,961,313654849.05460197,313654849.0545786,10000
2000,PHL17,14238,506,8891,961,313654849.05460197,313654849.0545786,10000
2001,PHL17,13596,506,8730,961,313654849.05460197,313654849.0545786,10000
2002,PHL17,14520,506,9322,961,313654849.05460197,313654849.0545786,10000
2003,PHL17,14440,506,9577,961,313654849.05460197,313654849.0545786,10000
2004,PHL17,14966,506,9915,961,313654849.05460197,313654849.0545786,10000
2005,PHL17,14288,506,9542,961,313654849.05460197,313654849.0545786,10000
2006,PHL17,13753,506,8654,961,313654849.05460197,313654849.0545786,10000
2007,PHL17,14754,506,9850,961,313654849.05460197,313654849.0545786,10000
2008,PHL17,14433,506,9613,961,313654849.05460197,313654849.0545786,10000
2009,PHL17,14884,484,10209,992,313654849.05460197,313654849.0545786,10000
2010,PHL17,16050,484,10391,992,313654849.05460197,313654849.0545786,10000
2011,PHL17,16438,484,11107,992,313654849.05460197,313654849.0545786,10000
2012,PHL17,16826,506,10861,961,313654849.05460197,313654849.0545786,10000
2013,PHL17,17858,506,11708,961,313654849.05460197,313654849.0545786,10000
2014,PHL17,16333,506,10644,961,313654849.05460197,313654849.0545786,10000
2015,PHL17,16872,506,11200,961,313654849.05460197,313654849.0545786,10000
2016,PHL17,17235,506,11585,961,313654849.05460197,313654849.0545786,10000
2017,PHL17,17075,506,11718,961,313654849.05460197,313654849.0545786,10000
2018,PHL17,18140,506,12946,961,313654849.05460197,313654849.0545786,10000
1992,URY4,2296,418,1915,864,313654849.05459124,313654849.05460083,10000
1993,URY4,3626,418,1435,864,313654849.05459124,313654849.05460083,10000
1994,URY4,3386,418,1459,864,313654849.05459124,313654849.05460083,10000
1995,URY4,4631,418,1641,864,313654849.05459124,313654849.05460083,10000
1996,URY4,4915,418,1498,864,313654849.05459124,313654849.05460083,10000
1997,URY4,5116,418,1631,864,313654849.05459124,313654849.05460083,10000
1998,URY4,4961,418,1691,864,313654849.05459124,313654849.05460083,10000
1999,URY4,5033,418,1874,864,313654849.05459124,313654849.05460083,10000
2000,URY4,5277,418,2070,864,313654849.05459124,313654849.05460083,10000
2001,URY4,5054,418,1836,864,313654849.05459124,313654849.05460083,10000
2002,URY4,5455,418,1565,864,313654849.05459124,313654849.05460083,10000
2003,URY4,4545,418,1749,864,313654849.05459124,313654849.05460083,10000
2004,URY4,5101,418,1668,864,313654849.05459124,313654849.05460083,10000
2005,URY4,3888,418,1896,864,313654849.05459124,313654849.05460083,10000
2006,URY4,3974,418,1677,864,313654849.05459124,313654849.05460083,10000
2007,URY4,4801,418,2155,864,313654849.05459124,313654849.05460083,10000
2008,URY4,5090,418,2120,864,313654849.05459124,313654849.05460083,10000
2009,URY4,5430,460,2214,868,313654849.05459124,313654849.05460083,10000
2010,URY4,5830,460,2073,868,313654849.05459124,313654849.05460083,10000
2011,URY4,6018,460,2173,868,313654849.05459124,313654849.05460083,10000
2012,URY4,6312,418,2676,864,313654849.05459124,313654849.05460083,10000
2013,URY4,6519,418,2597,864,313654849.05459124,313654849.05460083,10000
2014,URY4,7862,418,3619,864,313654849.05459124,313654849.05460083,10000
2015,URY4,8076,418,3848,864,313654849.05459124,313654849.05460083,10000
2016,URY4,8050,418,3710,864,313654849.05459124,313654849.05460083,10000
2017,URY4,8441,418,4435,864,313654849.05459124,313654849.05460083,10000
2018,URY4,8647,418,4605,864,313654849.05459124,313654849.05460083,10000
1992,VNM88,3123,483,3563,930,313654849.0546,313654849.0545826,10000
1993,VNM88,2403,483,3093,930,313654849.0546,313654849.0545826,10000
1994,VNM88,2465,483,2789,930,313654849.0546,313654849.0545826,10000
1995,VNM88,3165,483,3352,930,313654849.0546,313654849.0545826,10000
1996,VNM88,3053,483,3294,930,313654849.0546,313654849.0545826,10000
1997,VNM88,4763,483,4585,930,313654849.0546,313654849.0545826,10000
1998,VNM88,4816,483,4397,930,313654849.0546,313654849.0545826,10000
1999,VNM88,5502,483,4605,930,313654849.0546,313654849.0545826,10000
2000,VNM88,6018,483,4949,930,313654849.0546,313654849.0545826,10000
2001,VNM88,6201,483,5122,930,313654849.0546,313654849.0545826,10000
2002,VNM88,7103,483,6054,930,313654849.0546,313654849.0545826,10000
2003,VNM88,8712,483,6883,930,313654849.0546,313654849.0545826,10000
2004,VNM88,8242,483,7377,930,313654849.0546,313654849.0545826,10000
2005,VNM88,8347,483,7047,930,313654849.0546,313654849.0545826,10000
2006,VNM88,9360,483,7775,930,313654849.0546,313654849.0545826,10000
2007,VNM88,9298,483,7713,930,313654849.0546,313654849.0545826,10000
2008,VNM88,9481,483,7788,930,313654849.0546,313654849.0545826,10000
2009,VNM88,8460,462,7491,960,313654849.0546,313654849.0545826,10000
2010,VNM88,8493,462,7298,960,313654849.0546,313654849.0545826,10000
2011,VNM88,7714,462,7373,960,313654849.0546,313654849.0545826,10000
2012,VNM88,9008,483,7865,930,313654849.0546,313654849.0545826,10000
2013,VNM88,9818,483,8735,930,313654849.0546,313654849.0545826,10000
2014,VNM88,9006,483,8186,930,313654849.0546,313654849.0545826,10000
2015,VNM88,9772,483,8766,930,313654849.0546,313654849.0545826,10000
2016,VNM88,10483,483,9356,930,313654849.0546,313654849.0545826,10000
2017,VNM88,11653,483,10032,930,313654849.0546,313654849.0545826,10000
2018,VNM88,11529,483,9943,930,313654849.0546,313654849.0545826,10000
1992,BLZ2,3397,462,3042,960,313654849.05460197,313654849.0545786,10000
1993,BLZ2,3652,462,3842,960,313654849.05460197,313654849.0545786,10000
1994,BLZ2,3892,462,3832,960,313654849.05460197,313654849.0545786,10000
1995,BLZ2,4395,462,4077,960,313654849.05460197,313654849.0545786,10000
1996,BLZ2,4042,462,3919,960,313654849.05460197,313654849.0545786,10000
1997,BLZ2,4312,462,3810,960,313654849.05460197,313654849.0545786,10000
1998,BLZ2,3816,462,4229,960,313654849.05460197,313654849.0545786,10000
1999,BLZ2,4179,462,4259,960,313654849.05460197,313654849.0545786,10000
2000,BLZ2,4845,462,4289,960,313654849.05460197,313654849.0545786,10000
2001,BLZ2,5182,462,4581,960,313654849.05460197,313654849.0545786,10000
2002,BLZ2,5028,462,4365,960,313654849.05460197,313654849.0545786,10000
2003,BLZ2,5441,462,4428,960,313654849.05460197,313654849.0545786,10000
2004,BLZ2,5445,462,5002,960,313654849.05460197,313654849.0545786,10000
2005,BLZ2,5370,462,4954,960,313654849.05460197,313654849.0545786,10000
2006,BLZ2,5056,462,4355,960,313654849.05460197,313654849.0545786,10000
2007,BLZ2,5215,462,4607,960,313654849.05460197,313654849.0545786,10000
2008,BLZ2,5179,462,4747,960,313654849.05460197,313654849.0545786,10000
2009,BLZ2,5627,506,5301,930,313654849.05460197,313654849.0545786,10000
2010,BLZ2,5184,506,4947,930,313654849.05460197,313654849.0545786,10000
2011,BLZ2,4809,506,5423,930,313654849.05460197,313654849.0545786,10000
2012,BLZ2,5465,462,4887,960,313654849.05460197,313654849.0545786,10000
2013,BLZ2,5369,462,4928,960,313654849.05460197,313654849.0545786,10000
2014,BLZ2,5264,462,5466,960,313654849.05460197,313654849.0545786,10000
2015,BLZ2,5281,462,5545,960,313654849.05460197,313654849.0545786,10000
2016,BLZ2,4983,462,5485,960,313654849.05460197,313654849.0545786,10000
2017,BLZ2,5470,462,5903,960,313654849.05460197,313654849.0545786,10000
2018,BLZ2,5429,462,5917,960,313654849.05460197,313654849.0545786,10000
1992,COL5,7258,506,7863,992,313654849.05460125,313654849.05458033,10000
1993,COL5,6949,506,8736,992,313654849.05460125,313654849.05458033,10000
1994,COL5,7302,506,8403,992,313654849.05460125,313654849.05458033,10000
1995,COL5,9256,506,10105,992,313654849.05460125,313654849.05458033,10000
1996,COL5,9342,506,10057,992,313654849.05460125,313654849.05458033,10000
1997,COL5,9645,506,10677,992,313654849.05460125,313654849.05458033,10000
1998,COL5,10349,506,11768,992,313654849.05460125,313654849.05458033,10000
1999,COL5,10556,506,10970,992,313654849.05460125,313654849.05458033,10000
2000,COL5,10143,506,10636,992,313654849.05460125,313654849.05458033,10000
2001,COL5,10358,506,10894,992,313654849.05460125,313654849.05458033,10000
2002,COL5,10934,506,12175,992,313654849.05460125,313654849.05458033,10000
2003,COL5,10338,506,11563,992,313654849.05460125,313654849.05458033,10000
2004,COL5,10880,506,11977,992,313654849.05460125,313654849.05458033,10000
2005,COL5,10768,506,11730,992,313654849.05460125,313654849.05458033,10000
2006,COL5,11287,506,11987,992,313654849.05460125,313654849.05458033,10000
2007,COL5,10984,506,11601,992,313654849.05460125,313654849.05458033,10000
2008,COL5,10365,506,11182,992,313654849.05460125,313654849.05458033,10000
2009,COL5,12015,506,12625,992,313654849.05460125,313654849.05458033,10000
2010,COL5,11709,506,11548,992,313654849.05460125,313654849.05458033,10000
2011,COL5,10864,506,12018,992,313654849.05460125,313654849.05458033,10000
2012,COL5,12870,506,12954,992,313654849.05460125,313654849.05458033,10000
2013,COL5,12218,506,12716,992,313654849.05460125,313654849.05458033,10000
2014,COL5,11481,506,12468,992,313654849.05460125,313654849.05458033,10000
2015,COL5,12231,506,12939,992,313654849.05460125,313654849.05458033,10000
2016,COL5,11636,506,12787,992,313654849.05460125,313654849.05458033,10000
2017,COL5,11937,506,12531,992,313654849.05460125,313654849.05458033,10000
2018,COL5,11703,506,12483,992,313654849.05460125,313654849.05458033,10000
1992,IDN21,4265,506,3379,992,313654849.05460185,313654849.0545805,10000
1993,IDN21,6940,506,4640,992,313654849.05460185,313654849.0545805,10000
1994,IDN21,7901,506,5457,992,313654849.05460185,313654849.0545805,10000
1995,IDN21,10827,506,7056,992,313654849.05460185,313654849.0545805,10000
1996,IDN21,11184,506,7224,992,313654849.05460185,313654849.0545805,10000
1997,IDN21,11912,506,8428,992,313654849.05460185,313654849.0545805,10000
1998,IDN21,11343,506,8267,992,313654849.05460185,313654849.0545805,10000
1999,IDN21,10928,506,8105,992,313654849.05460185,313654849.0545805,10000
2000,IDN21,10829,506,7978,992,313654849.05460185,313654849.0545805,10000
2001,IDN21,11326,506,8517,992,313654849.05460185,313654849.0545805,10000
2002,IDN21,11656,506,8380,992,313654849.05460185,313654849.0545805,10000
2003,IDN21,11499,506,8314,992,313654849.05460185,313654849.0545805,10000
2004,IDN21,13040,506,9567,992,313654849.05460185,313654849.0545805,10000
2005,IDN21,11916,506,9296,992,313654849.05460185,313654849.0545805,10000
2006,IDN21,13810,506,10800,992,313654849.05460185,313654849.0545805,10000
2007,IDN21,13964,506,10522,992,313654849.05460185,313654849.0545805,10000
2008,IDN21,14583,506,10403,992,313654849.05460185,313654849.0545805,10000
2009,IDN21,14450,506,10290,992,313654849.05460185,313654849.0545805,10000
2010,IDN21,15212,506,10955,992,313654849.05460185,313654849.0545805,10000
2011,IDN21,16918,506,11736,992,313654849.05460185,313654849.0545805,10000
2012,IDN21,17814,506,13795,992,313654849.05460185,313654849.0545805,10000
2013,IDN21,18303,506,13582,992,313654849.05460185,313654849.0545805,10000
2014,IDN21,18599,506,13241,992,313654849.05460185,313654849.0545805,10000
2015,IDN21,19486,506,14675,992,313654849.05460185,313654849.0545805,10000
2016,IDN21,19457,506,14677,992,313654849.05460185,313654849.0545805,10000
2017,IDN21,19767,506,15427,992,313654849.05460185,313654849.0545805,10000
2018,IDN21,20212,506,16523,992,313654849.05460185,313654849.0545805,10000
1992,IND192,7909,483,6303,961,313654849.05460197,313654849.0545786,10000
1993,IND192,7586,483,6644,961,313654849.05460197,313654849.0545786,10000
1994,IND192,8259,483,6444,961,313654849.05460197,313654849.0545786,10000
